year,anomaly,station_name,station_number,latitude,longitude
1972,-0.780478472,Port Macquarie,60168,-31.43,152.87
1973,1.022921139,Port Macquarie,60168,-31.43,152.87
1974,-0.550723368,Port Macquarie,60168,-31.43,152.87
1975,-0.38410413,Port Macquarie,60168,-31.43,152.87
1976,-0.757817287,Port Macquarie,60168,-31.43,152.87
1977,-1.066854752,Port Macquarie,60168,-31.43,152.87
1978,-0.541466331,Port Macquarie,60168,-31.43,152.87
1979,-0.279295837,Port Macquarie,60168,-31.43,152.87
1980,0.094346407,Port Macquarie,60168,-31.43,152.87
1981,-0.232390177,Port Macquarie,60168,-31.43,152.87
1982,-0.560104591,Port Macquarie,60168,-31.43,152.87
1983,-0.18374956,Port Macquarie,60168,-31.43,152.87
1984,-0.702208348,Port Macquarie,60168,-31.43,152.87
1985,-0.476225687,Port Macquarie,60168,-31.43,152.87
1986,-0.597145106,Port Macquarie,60168,-31.43,152.87
1987,-0.054108751,Port Macquarie,60168,-31.43,152.87
1988,0.263976147,Port Macquarie,60168,-31.43,152.87
1989,-0.199831358,Port Macquarie,60168,-31.43,152.87
1990,0.153705509,Port Macquarie,60168,-31.43,152.87
1991,0.21654281,Port Macquarie,60168,-31.43,152.87
1992,-0.322287757,Port Macquarie,60168,-31.43,152.87
1993,0.007919219,Port Macquarie,60168,-31.43,152.87
1994,-0.34596807,Port Macquarie,60168,-31.43,152.87
1995,-0.151481953,Port Macquarie,60168,-31.43,152.87
1996,-0.514669897,Port Macquarie,60168,-31.43,152.87
1997,0.267202042,Port Macquarie,60168,-31.43,152.87
1998,0.703353806,Port Macquarie,60168,-31.43,152.87
1999,0.155767599,Port Macquarie,60168,-31.43,152.87
2000,0.018839917,Port Macquarie,60168,-31.43,152.87
2001,0.233142593,Port Macquarie,60168,-31.43,152.87
2002,0.081252232,Port Macquarie,60168,-31.43,152.87
2003,0.041789866,Port Macquarie,60168,-31.43,152.87
2004,0.171645866,Port Macquarie,60168,-31.43,152.87
2005,0.496817539,Port Macquarie,60168,-31.43,152.87
2006,0.152474721,Port Macquarie,60168,-31.43,152.87
2007,0.293639108,Port Macquarie,60168,-31.43,152.87
2008,-0.135723293,Port Macquarie,60168,-31.43,152.87
2009,0.527807377,Port Macquarie,60168,-31.43,152.87
2010,0.639079028,Port Macquarie,60168,-31.43,152.87
2011,0.218081149,Port Macquarie,60168,-31.43,152.87
2012,0.228562416,Port Macquarie,60168,-31.43,152.87
2013,0.770801113,Port Macquarie,60168,-31.43,152.87
2014,0.716146945,Port Macquarie,60168,-31.43,152.87
2015,0.736675619,Port Macquarie,60168,-31.43,152.87
2016,0.999512391,Port Macquarie,60168,-31.43,152.87
2017,1.172345742,Port Macquarie,60168,-31.43,152.87
2018,0.711397841,Port Macquarie,60168,-31.43,152.87
2019,1.056139265,Port Macquarie,60168,-31.43,152.87
2020,1.129510073,Port Macquarie,60168,-31.43,152.87
2021,0.496590162,Port Macquarie,60168,-31.43,152.87
2022,0.369462751,Port Macquarie,60168,-31.43,152.87
2023,0.741471126,Port Macquarie,60168,-31.43,152.87
1969,-1.154216333,Rabbit Flat,15666,-20.18,130.01
1970,-0.548214286,Rabbit Flat,15666,-20.18,130.01
1971,0.318983452,Rabbit Flat,15666,-20.18,130.01
1972,-0.798235924,Rabbit Flat,15666,-20.18,130.01
1973,0.116986808,Rabbit Flat,15666,-20.18,130.01
1974,-1.886862072,Rabbit Flat,15666,-20.18,130.01
1975,-0.903963742,Rabbit Flat,15666,-20.18,130.01
1976,-1.619508613,Rabbit Flat,15666,-20.18,130.01
1977,-0.906384927,Rabbit Flat,15666,-20.18,130.01
1978,-1.165148688,Rabbit Flat,15666,-20.18,130.01
1979,0.292296588,Rabbit Flat,15666,-20.18,130.01
1980,0.890039474,Rabbit Flat,15666,-20.18,130.01
1981,0.275252937,Rabbit Flat,15666,-20.18,130.01
1982,-0.84143069,Rabbit Flat,15666,-20.18,130.01
1983,0.075535196,Rabbit Flat,15666,-20.18,130.01
1984,-0.325501572,Rabbit Flat,15666,-20.18,130.01
1985,0.396245641,Rabbit Flat,15666,-20.18,130.01
1986,0.943894131,Rabbit Flat,15666,-20.18,130.01
1987,-0.567085772,Rabbit Flat,15666,-20.18,130.01
1988,0.920829074,Rabbit Flat,15666,-20.18,130.01
1989,0.259875633,Rabbit Flat,15666,-20.18,130.01
1990,0.851930485,Rabbit Flat,15666,-20.18,130.01
1991,0.080464791,Rabbit Flat,15666,-20.18,130.01
1992,1.135472182,Rabbit Flat,15666,-20.18,130.01
1993,-0.244633455,Rabbit Flat,15666,-20.18,130.01
1994,-1.277540201,Rabbit Flat,15666,-20.18,130.01
1995,0.213530587,Rabbit Flat,15666,-20.18,130.01
1996,0.776922573,Rabbit Flat,15666,-20.18,130.01
1997,-0.397674268,Rabbit Flat,15666,-20.18,130.01
1998,1.208042755,Rabbit Flat,15666,-20.18,130.01
1999,-0.140166702,Rabbit Flat,15666,-20.18,130.01
2000,-1.044321582,Rabbit Flat,15666,-20.18,130.01
2001,-1.309993776,Rabbit Flat,15666,-20.18,130.01
2002,-0.390214612,Rabbit Flat,15666,-20.18,130.01
2003,-0.338448993,Rabbit Flat,15666,-20.18,130.01
2004,-0.128445755,Rabbit Flat,15666,-20.18,130.01
2005,1.510979535,Rabbit Flat,15666,-20.18,130.01
2006,-1.005919335,Rabbit Flat,15666,-20.18,130.01
2007,-0.914475698,Rabbit Flat,15666,-20.18,130.01
2008,-0.151113073,Rabbit Flat,15666,-20.18,130.01
2009,0.424032277,Rabbit Flat,15666,-20.18,130.01
2010,-0.41092502,Rabbit Flat,15666,-20.18,130.01
2011,-1.622749637,Rabbit Flat,15666,-20.18,130.01
2012,-0.66792312,Rabbit Flat,15666,-20.18,130.01
2013,0.847390851,Rabbit Flat,15666,-20.18,130.01
2014,-0.860971191,Rabbit Flat,15666,-20.18,130.01
2015,-0.571765432,Rabbit Flat,15666,-20.18,130.01
2016,0.953299257,Rabbit Flat,15666,-20.18,130.01
2017,-0.074377273,Rabbit Flat,15666,-20.18,130.01
2018,0.567505476,Rabbit Flat,15666,-20.18,130.01
2019,1.238555008,Rabbit Flat,15666,-20.18,130.01
2020,0.324734935,Rabbit Flat,15666,-20.18,130.01
2021,-0.352182354,Rabbit Flat,15666,-20.18,130.01
2022,0.500593759,Rabbit Flat,15666,-20.18,130.01
2023,-0.480933503,Rabbit Flat,15666,-20.18,130.01
1939,0.73668008,Richmond (Nsw),67105,-33.6,150.78
1940,1.027029475,Richmond (Nsw),67105,-33.6,150.78
1943,-1.152555067,Richmond (Nsw),67105,-33.6,150.78
1944,-0.669589118,Richmond (Nsw),67105,-33.6,150.78
1945,-0.732382896,Richmond (Nsw),67105,-33.6,150.78
1946,-0.341064502,Richmond (Nsw),67105,-33.6,150.78
1953,-0.467913223,Richmond (Nsw),67105,-33.6,150.78
1954,-0.994269455,Richmond (Nsw),67105,-33.6,150.78
1955,-0.691066972,Richmond (Nsw),67105,-33.6,150.78
1956,-0.873767401,Richmond (Nsw),67105,-33.6,150.78
1957,-0.611489265,Richmond (Nsw),67105,-33.6,150.78
1958,-0.163963362,Richmond (Nsw),67105,-33.6,150.78
1959,-0.479495859,Richmond (Nsw),67105,-33.6,150.78
1960,-1.096454374,Richmond (Nsw),67105,-33.6,150.78
1961,-0.83306038,Richmond (Nsw),67105,-33.6,150.78
1962,-1.046904146,Richmond (Nsw),67105,-33.6,150.78
1963,-0.651378032,Richmond (Nsw),67105,-33.6,150.78
1964,-0.705815083,Richmond (Nsw),67105,-33.6,150.78
1965,-0.555254705,Richmond (Nsw),67105,-33.6,150.78
1966,-1.092552827,Richmond (Nsw),67105,-33.6,150.78
1967,-0.713250792,Richmond (Nsw),67105,-33.6,150.78
1968,-0.304878394,Richmond (Nsw),67105,-33.6,150.78
1969,-0.362931092,Richmond (Nsw),67105,-33.6,150.78
1970,-0.98696879,Richmond (Nsw),67105,-33.6,150.78
1971,-1.030790795,Richmond (Nsw),67105,-33.6,150.78
1972,-0.659620082,Richmond (Nsw),67105,-33.6,150.78
1973,0.1191196,Richmond (Nsw),67105,-33.6,150.78
1974,-0.493698181,Richmond (Nsw),67105,-33.6,150.78
1975,0.004967014,Richmond (Nsw),67105,-33.6,150.78
1976,-0.656641155,Richmond (Nsw),67105,-33.6,150.78
1977,0.097295803,Richmond (Nsw),67105,-33.6,150.78
1978,-0.353004696,Richmond (Nsw),67105,-33.6,150.78
1979,0.368690739,Richmond (Nsw),67105,-33.6,150.78
1980,0.759229411,Richmond (Nsw),67105,-33.6,150.78
1981,0.058823439,Richmond (Nsw),67105,-33.6,150.78
1982,-0.33430335,Richmond (Nsw),67105,-33.6,150.78
1983,0.133640319,Richmond (Nsw),67105,-33.6,150.78
1984,-0.648882689,Richmond (Nsw),67105,-33.6,150.78
1985,-0.256899025,Richmond (Nsw),67105,-33.6,150.78
1986,-0.513693336,Richmond (Nsw),67105,-33.6,150.78
1987,-0.055217958,Richmond (Nsw),67105,-33.6,150.78
1988,0.317842994,Richmond (Nsw),67105,-33.6,150.78
1989,-0.254668869,Richmond (Nsw),67105,-33.6,150.78
1990,0.108576624,Richmond (Nsw),67105,-33.6,150.78
1991,0.677063689,Richmond (Nsw),67105,-33.6,150.78
1992,-0.685845209,Richmond (Nsw),67105,-33.6,150.78
1993,-0.0347147,Richmond (Nsw),67105,-33.6,150.78
1994,-0.106288393,Richmond (Nsw),67105,-33.6,150.78
1995,-0.362128196,Richmond (Nsw),67105,-33.6,150.78
1996,-0.450273752,Richmond (Nsw),67105,-33.6,150.78
1997,0.222467785,Richmond (Nsw),67105,-33.6,150.78
1998,0.718177779,Richmond (Nsw),67105,-33.6,150.78
1999,-0.118432884,Richmond (Nsw),67105,-33.6,150.78
2000,-0.157630681,Richmond (Nsw),67105,-33.6,150.78
2001,0.269326855,Richmond (Nsw),67105,-33.6,150.78
2002,0.374171443,Richmond (Nsw),67105,-33.6,150.78
2003,0.140738583,Richmond (Nsw),67105,-33.6,150.78
2004,0.449007559,Richmond (Nsw),67105,-33.6,150.78
2005,0.472381679,Richmond (Nsw),67105,-33.6,150.78
2006,-0.024030207,Richmond (Nsw),67105,-33.6,150.78
2007,0.216263351,Richmond (Nsw),67105,-33.6,150.78
2008,-0.800376492,Richmond (Nsw),67105,-33.6,150.78
2009,0.918490439,Richmond (Nsw),67105,-33.6,150.78
2010,0.138516681,Richmond (Nsw),67105,-33.6,150.78
2011,-0.051872144,Richmond (Nsw),67105,-33.6,150.78
2012,-0.160171621,Richmond (Nsw),67105,-33.6,150.78
2013,0.754962238,Richmond (Nsw),67105,-33.6,150.78
2014,0.526017242,Richmond (Nsw),67105,-33.6,150.78
2015,0.160107823,Richmond (Nsw),67105,-33.6,150.78
2016,0.888718934,Richmond (Nsw),67105,-33.6,150.78
2017,0.934103919,Richmond (Nsw),67105,-33.6,150.78
2018,0.861393754,Richmond (Nsw),67105,-33.6,150.78
2019,0.94960314,Richmond (Nsw),67105,-33.6,150.78
2020,0.400023349,Richmond (Nsw),67105,-33.6,150.78
2021,-0.637997336,Richmond (Nsw),67105,-33.6,150.78
2022,-0.165842958,Richmond (Nsw),67105,-33.6,150.78
2023,0.57204202,Richmond (Nsw),67105,-33.6,150.78
1910,-1.107224564,Richmond (Qld),30161,-20.7,143.11
1911,-1.678290623,Richmond (Qld),30161,-20.7,143.11
1912,-0.418945562,Richmond (Qld),30161,-20.7,143.11
1913,-2.417284479,Richmond (Qld),30161,-20.7,143.11
1914,-0.900330246,Richmond (Qld),30161,-20.7,143.11
1915,0.581429458,Richmond (Qld),30161,-20.7,143.11
1916,-0.979971857,Richmond (Qld),30161,-20.7,143.11
1917,-2.098529041,Richmond (Qld),30161,-20.7,143.11
1918,-2.374745757,Richmond (Qld),30161,-20.7,143.11
1919,-0.741171128,Richmond (Qld),30161,-20.7,143.11
1920,-1.163477515,Richmond (Qld),30161,-20.7,143.11
1921,-0.620249053,Richmond (Qld),30161,-20.7,143.11
1922,-0.968786846,Richmond (Qld),30161,-20.7,143.11
1923,-0.504284591,Richmond (Qld),30161,-20.7,143.11
1924,-1.598561297,Richmond (Qld),30161,-20.7,143.11
1925,-1.447219758,Richmond (Qld),30161,-20.7,143.11
1926,0.432328098,Richmond (Qld),30161,-20.7,143.11
1927,-0.85580634,Richmond (Qld),30161,-20.7,143.11
1928,0.190399698,Richmond (Qld),30161,-20.7,143.11
1929,-1.280124981,Richmond (Qld),30161,-20.7,143.11
1930,-1.710106817,Richmond (Qld),30161,-20.7,143.11
1931,-0.310510285,Richmond (Qld),30161,-20.7,143.11
1932,-0.626049288,Richmond (Qld),30161,-20.7,143.11
1933,-1.086114164,Richmond (Qld),30161,-20.7,143.11
1934,-0.783352707,Richmond (Qld),30161,-20.7,143.11
1935,-0.122243196,Richmond (Qld),30161,-20.7,143.11
1936,-1.024924341,Richmond (Qld),30161,-20.7,143.11
1937,-1.043670808,Richmond (Qld),30161,-20.7,143.11
1938,-0.237829794,Richmond (Qld),30161,-20.7,143.11
1939,-1.283631125,Richmond (Qld),30161,-20.7,143.11
1940,-1.03562845,Richmond (Qld),30161,-20.7,143.11
1941,-1.794838562,Richmond (Qld),30161,-20.7,143.11
1942,0.442157085,Richmond (Qld),30161,-20.7,143.11
1943,-0.938657687,Richmond (Qld),30161,-20.7,143.11
1944,-1.014331485,Richmond (Qld),30161,-20.7,143.11
1945,-0.502677376,Richmond (Qld),30161,-20.7,143.11
1946,-1.34683773,Richmond (Qld),30161,-20.7,143.11
1947,-0.562503362,Richmond (Qld),30161,-20.7,143.11
1948,-0.485921677,Richmond (Qld),30161,-20.7,143.11
1949,-1.358155895,Richmond (Qld),30161,-20.7,143.11
1950,-1.834024276,Richmond (Qld),30161,-20.7,143.11
1951,-1.830928552,Richmond (Qld),30161,-20.7,143.11
1952,0.13819926,Richmond (Qld),30161,-20.7,143.11
1953,-1.453789267,Richmond (Qld),30161,-20.7,143.11
1954,-1.330301007,Richmond (Qld),30161,-20.7,143.11
1955,-0.955365747,Richmond (Qld),30161,-20.7,143.11
1956,-2.134808481,Richmond (Qld),30161,-20.7,143.11
1957,-1.211628404,Richmond (Qld),30161,-20.7,143.11
1958,-0.084943209,Richmond (Qld),30161,-20.7,143.11
1959,-0.470172471,Richmond (Qld),30161,-20.7,143.11
1960,-0.958578912,Richmond (Qld),30161,-20.7,143.11
1962,-0.478092729,Richmond (Qld),30161,-20.7,143.11
1963,-1.050785503,Richmond (Qld),30161,-20.7,143.11
1964,-0.618155023,Richmond (Qld),30161,-20.7,143.11
1965,-0.506628834,Richmond (Qld),30161,-20.7,143.11
1966,-0.975639861,Richmond (Qld),30161,-20.7,143.11
1967,-0.275020279,Richmond (Qld),30161,-20.7,143.11
1968,-0.561090847,Richmond (Qld),30161,-20.7,143.11
1969,0.148000375,Richmond (Qld),30161,-20.7,143.11
1970,-0.217549999,Richmond (Qld),30161,-20.7,143.11
1971,-0.755345127,Richmond (Qld),30161,-20.7,143.11
1972,-1.116428276,Richmond (Qld),30161,-20.7,143.11
1973,0.333319624,Richmond (Qld),30161,-20.7,143.11
1974,-1.420799015,Richmond (Qld),30161,-20.7,143.11
1975,-1.008673201,Richmond (Qld),30161,-20.7,143.11
1976,-2.005478589,Richmond (Qld),30161,-20.7,143.11
1977,-1.319019749,Richmond (Qld),30161,-20.7,143.11
1978,-0.870109173,Richmond (Qld),30161,-20.7,143.11
1979,-0.270660837,Richmond (Qld),30161,-20.7,143.11
1980,0.447513741,Richmond (Qld),30161,-20.7,143.11
1981,-0.818497805,Richmond (Qld),30161,-20.7,143.11
1982,-0.725198619,Richmond (Qld),30161,-20.7,143.11
1983,0.138362218,Richmond (Qld),30161,-20.7,143.11
1984,-1.36787035,Richmond (Qld),30161,-20.7,143.11
1985,-0.460258079,Richmond (Qld),30161,-20.7,143.11
1986,0.455803079,Richmond (Qld),30161,-20.7,143.11
1987,0.23809736,Richmond (Qld),30161,-20.7,143.11
1988,1.000271033,Richmond (Qld),30161,-20.7,143.11
1989,-0.644280153,Richmond (Qld),30161,-20.7,143.11
1990,-0.224166626,Richmond (Qld),30161,-20.7,143.11
1991,-0.899774848,Richmond (Qld),30161,-20.7,143.11
1992,-0.07601153,Richmond (Qld),30161,-20.7,143.11
1993,0.322101402,Richmond (Qld),30161,-20.7,143.11
1994,-0.249843904,Richmond (Qld),30161,-20.7,143.11
1995,0.231894194,Richmond (Qld),30161,-20.7,143.11
1996,0.245333575,Richmond (Qld),30161,-20.7,143.11
1997,-0.283250621,Richmond (Qld),30161,-20.7,143.11
1998,1.016343913,Richmond (Qld),30161,-20.7,143.11
1999,0.098136028,Richmond (Qld),30161,-20.7,143.11
2000,-0.777112043,Richmond (Qld),30161,-20.7,143.11
2001,0.141248227,Richmond (Qld),30161,-20.7,143.11
2002,0.450324648,Richmond (Qld),30161,-20.7,143.11
2003,0.9755205,Richmond (Qld),30161,-20.7,143.11
2004,0.312942029,Richmond (Qld),30161,-20.7,143.11
2005,1.242925774,Richmond (Qld),30161,-20.7,143.11
2006,0.165452976,Richmond (Qld),30161,-20.7,143.11
2007,-0.119143478,Richmond (Qld),30161,-20.7,143.11
2008,-0.394669978,Richmond (Qld),30161,-20.7,143.11
2009,-0.184612628,Richmond (Qld),30161,-20.7,143.11
2010,-0.170621653,Richmond (Qld),30161,-20.7,143.11
2011,-0.937505613,Richmond (Qld),30161,-20.7,143.11
2012,-1.00262156,Richmond (Qld),30161,-20.7,143.11
2013,1.438573176,Richmond (Qld),30161,-20.7,143.11
2014,1.090003987,Richmond (Qld),30161,-20.7,143.11
2015,0.921018452,Richmond (Qld),30161,-20.7,143.11
2016,1.081055674,Richmond (Qld),30161,-20.7,143.11
2017,1.005801611,Richmond (Qld),30161,-20.7,143.11
2018,0.917347202,Richmond (Qld),30161,-20.7,143.11
2019,0.590729799,Richmond (Qld),30161,-20.7,143.11
2020,0.83365285,Richmond (Qld),30161,-20.7,143.11
2021,1.057830408,Richmond (Qld),30161,-20.7,143.11
2022,0.398192668,Richmond (Qld),30161,-20.7,143.11
2023,0.205265764,Richmond (Qld),30161,-20.7,143.11
1910,-0.227083638,Robe,26026,-37.16,139.76
1911,-0.342990753,Robe,26026,-37.16,139.76
1912,-0.326876132,Robe,26026,-37.16,139.76
1913,-0.533977839,Robe,26026,-37.16,139.76
1914,0.305405481,Robe,26026,-37.16,139.76
1915,-0.412678556,Robe,26026,-37.16,139.76
1916,-0.690760364,Robe,26026,-37.16,139.76
1917,-0.462613912,Robe,26026,-37.16,139.76
1918,0.143995162,Robe,26026,-37.16,139.76
1919,0.305656565,Robe,26026,-37.16,139.76
1920,-0.370974226,Robe,26026,-37.16,139.76
1921,0.676667962,Robe,26026,-37.16,139.76
1922,-0.166466958,Robe,26026,-37.16,139.76
1923,-0.144330182,Robe,26026,-37.16,139.76
1924,-0.570907485,Robe,26026,-37.16,139.76
1925,-0.372752137,Robe,26026,-37.16,139.76
1926,-0.202782883,Robe,26026,-37.16,139.76
1927,-0.631536403,Robe,26026,-37.16,139.76
1928,-0.301883021,Robe,26026,-37.16,139.76
1929,-0.944396106,Robe,26026,-37.16,139.76
1930,-0.323725343,Robe,26026,-37.16,139.76
1931,-0.78774064,Robe,26026,-37.16,139.76
1932,-0.574297209,Robe,26026,-37.16,139.76
1933,-0.57852213,Robe,26026,-37.16,139.76
1934,0.033450796,Robe,26026,-37.16,139.76
1935,-0.282178044,Robe,26026,-37.16,139.76
1936,-0.393329312,Robe,26026,-37.16,139.76
1937,-0.255601303,Robe,26026,-37.16,139.76
1938,-0.120253793,Robe,26026,-37.16,139.76
1939,-0.270269442,Robe,26026,-37.16,139.76
1940,-0.519714184,Robe,26026,-37.16,139.76
1941,-0.544293699,Robe,26026,-37.16,139.76
1942,-0.251395108,Robe,26026,-37.16,139.76
1943,-1.267172368,Robe,26026,-37.16,139.76
1944,-0.617323123,Robe,26026,-37.16,139.76
1945,-0.896990313,Robe,26026,-37.16,139.76
1946,-1.095729256,Robe,26026,-37.16,139.76
1947,-0.17963989,Robe,26026,-37.16,139.76
1948,-0.88026878,Robe,26026,-37.16,139.76
1949,-1.042690011,Robe,26026,-37.16,139.76
1950,-0.581950543,Robe,26026,-37.16,139.76
1951,-0.126570645,Robe,26026,-37.16,139.76
1952,-0.635221538,Robe,26026,-37.16,139.76
1953,-0.19838995,Robe,26026,-37.16,139.76
1954,-0.458277193,Robe,26026,-37.16,139.76
1955,-0.608867752,Robe,26026,-37.16,139.76
1956,-0.454655786,Robe,26026,-37.16,139.76
1957,-0.56725975,Robe,26026,-37.16,139.76
1958,-0.707398019,Robe,26026,-37.16,139.76
1959,-0.292367492,Robe,26026,-37.16,139.76
1960,-0.715603361,Robe,26026,-37.16,139.76
1961,0.31820141,Robe,26026,-37.16,139.76
1962,-0.489559081,Robe,26026,-37.16,139.76
1963,-0.444776743,Robe,26026,-37.16,139.76
1964,-0.753951294,Robe,26026,-37.16,139.76
1965,-0.161178241,Robe,26026,-37.16,139.76
1966,-0.161047554,Robe,26026,-37.16,139.76
1967,-0.219562208,Robe,26026,-37.16,139.76
1968,0.03067282,Robe,26026,-37.16,139.76
1969,-0.486227805,Robe,26026,-37.16,139.76
1970,-0.545971486,Robe,26026,-37.16,139.76
1971,-0.131631294,Robe,26026,-37.16,139.76
1972,-0.355392905,Robe,26026,-37.16,139.76
1973,0.58365591,Robe,26026,-37.16,139.76
1974,0.314211987,Robe,26026,-37.16,139.76
1975,0.086660504,Robe,26026,-37.16,139.76
1976,-0.271985246,Robe,26026,-37.16,139.76
1977,-0.460741773,Robe,26026,-37.16,139.76
1978,-0.3930759,Robe,26026,-37.16,139.76
1979,-0.132352062,Robe,26026,-37.16,139.76
1980,0.519011472,Robe,26026,-37.16,139.76
1981,0.329668942,Robe,26026,-37.16,139.76
1982,-0.377170496,Robe,26026,-37.16,139.76
1983,-0.299238014,Robe,26026,-37.16,139.76
1984,-0.22858539,Robe,26026,-37.16,139.76
1985,-0.166863332,Robe,26026,-37.16,139.76
1986,-0.314460521,Robe,26026,-37.16,139.76
1987,-0.285927795,Robe,26026,-37.16,139.76
1988,0.48461785,Robe,26026,-37.16,139.76
1989,0.141592935,Robe,26026,-37.16,139.76
1990,0.241020881,Robe,26026,-37.16,139.76
1991,-0.04977565,Robe,26026,-37.16,139.76
1992,-0.402617137,Robe,26026,-37.16,139.76
1993,0.083530161,Robe,26026,-37.16,139.76
1994,-0.078163387,Robe,26026,-37.16,139.76
1995,-0.422554068,Robe,26026,-37.16,139.76
1996,-0.200238275,Robe,26026,-37.16,139.76
1997,-0.017222029,Robe,26026,-37.16,139.76
1998,-0.275990768,Robe,26026,-37.16,139.76
1999,0.224260912,Robe,26026,-37.16,139.76
2000,0.645628875,Robe,26026,-37.16,139.76
2001,0.263487101,Robe,26026,-37.16,139.76
2002,-0.036584138,Robe,26026,-37.16,139.76
2003,-0.483283631,Robe,26026,-37.16,139.76
2004,-0.069326138,Robe,26026,-37.16,139.76
2005,0.278311702,Robe,26026,-37.16,139.76
2006,-0.177211514,Robe,26026,-37.16,139.76
2007,0.62302054,Robe,26026,-37.16,139.76
2008,-0.044412584,Robe,26026,-37.16,139.76
2009,0.491362983,Robe,26026,-37.16,139.76
2010,-0.030614184,Robe,26026,-37.16,139.76
2011,0.133345219,Robe,26026,-37.16,139.76
2012,0.332320107,Robe,26026,-37.16,139.76
2013,0.653423447,Robe,26026,-37.16,139.76
2014,0.409940673,Robe,26026,-37.16,139.76
2015,-0.064251125,Robe,26026,-37.16,139.76
2016,-0.007428022,Robe,26026,-37.16,139.76
2017,0.498501852,Robe,26026,-37.16,139.76
2018,0.307410744,Robe,26026,-37.16,139.76
2019,0.340799034,Robe,26026,-37.16,139.76
2020,-0.548926713,Robe,26026,-37.16,139.76
2021,-0.198884426,Robe,26026,-37.16,139.76
2022,0.177718918,Robe,26026,-37.16,139.76
2023,0.23240439,Robe,26026,-37.16,139.76
1939,-2.137901224,Rockhampton,39083,-23.38,150.48
1940,-0.719405257,Rockhampton,39083,-23.38,150.48
1941,-1.312481555,Rockhampton,39083,-23.38,150.48
1942,-0.131088752,Rockhampton,39083,-23.38,150.48
1943,-0.935783135,Rockhampton,39083,-23.38,150.48
1944,-0.926732818,Rockhampton,39083,-23.38,150.48
1945,-0.508762057,Rockhampton,39083,-23.38,150.48
1946,-0.907900617,Rockhampton,39083,-23.38,150.48
1947,-0.775450309,Rockhampton,39083,-23.38,150.48
1948,-0.793468554,Rockhampton,39083,-23.38,150.48
1949,-1.10496306,Rockhampton,39083,-23.38,150.48
1950,-1.143143481,Rockhampton,39083,-23.38,150.48
1951,-1.127826217,Rockhampton,39083,-23.38,150.48
1952,-0.827133539,Rockhampton,39083,-23.38,150.48
1953,-1.203084352,Rockhampton,39083,-23.38,150.48
1954,-0.73255292,Rockhampton,39083,-23.38,150.48
1955,-0.829177664,Rockhampton,39083,-23.38,150.48
1956,-1.518761891,Rockhampton,39083,-23.38,150.48
1957,-0.71521325,Rockhampton,39083,-23.38,150.48
1958,-0.536118908,Rockhampton,39083,-23.38,150.48
1959,-1.077684945,Rockhampton,39083,-23.38,150.48
1960,-1.733307837,Rockhampton,39083,-23.38,150.48
1961,-1.43551759,Rockhampton,39083,-23.38,150.48
1962,-0.568621148,Rockhampton,39083,-23.38,150.48
1963,-1.194722659,Rockhampton,39083,-23.38,150.48
1964,-0.357419968,Rockhampton,39083,-23.38,150.48
1965,-0.813287687,Rockhampton,39083,-23.38,150.48
1966,-1.113994932,Rockhampton,39083,-23.38,150.48
1967,-1.038241604,Rockhampton,39083,-23.38,150.48
1968,-1.153315098,Rockhampton,39083,-23.38,150.48
1969,-0.288070073,Rockhampton,39083,-23.38,150.48
1970,-0.558452575,Rockhampton,39083,-23.38,150.48
1971,-0.651603739,Rockhampton,39083,-23.38,150.48
1972,-0.855314388,Rockhampton,39083,-23.38,150.48
1973,0.262622153,Rockhampton,39083,-23.38,150.48
1974,-1.08677527,Rockhampton,39083,-23.38,150.48
1975,-0.314395598,Rockhampton,39083,-23.38,150.48
1976,-0.669195088,Rockhampton,39083,-23.38,150.48
1977,-0.772226519,Rockhampton,39083,-23.38,150.48
1978,-0.806271613,Rockhampton,39083,-23.38,150.48
1979,-0.33177815,Rockhampton,39083,-23.38,150.48
1980,-0.072001293,Rockhampton,39083,-23.38,150.48
1981,-0.529979657,Rockhampton,39083,-23.38,150.48
1982,-0.635691681,Rockhampton,39083,-23.38,150.48
1983,-0.323323529,Rockhampton,39083,-23.38,150.48
1984,-0.790735226,Rockhampton,39083,-23.38,150.48
1985,-0.581362742,Rockhampton,39083,-23.38,150.48
1986,-0.378548824,Rockhampton,39083,-23.38,150.48
1987,0.188346658,Rockhampton,39083,-23.38,150.48
1988,0.266159936,Rockhampton,39083,-23.38,150.48
1989,-0.677317385,Rockhampton,39083,-23.38,150.48
1990,-0.182916463,Rockhampton,39083,-23.38,150.48
1991,0.077782782,Rockhampton,39083,-23.38,150.48
1992,-0.310729818,Rockhampton,39083,-23.38,150.48
1993,0.267562696,Rockhampton,39083,-23.38,150.48
1994,-0.200429584,Rockhampton,39083,-23.38,150.48
1995,0.330638964,Rockhampton,39083,-23.38,150.48
1996,0.187531985,Rockhampton,39083,-23.38,150.48
1997,-0.025031158,Rockhampton,39083,-23.38,150.48
1998,0.658114003,Rockhampton,39083,-23.38,150.48
1999,-0.168679392,Rockhampton,39083,-23.38,150.48
2000,-0.651315036,Rockhampton,39083,-23.38,150.48
2001,0.383244571,Rockhampton,39083,-23.38,150.48
2002,0.635218137,Rockhampton,39083,-23.38,150.48
2003,0.485866819,Rockhampton,39083,-23.38,150.48
2004,0.629576232,Rockhampton,39083,-23.38,150.48
2005,0.749453929,Rockhampton,39083,-23.38,150.48
