year,anomaly,station_name,station_number,latitude,longitude
2001,0.39177888,Cape Moreton,40043,-27.03,153.47
2002,0.607771694,Cape Moreton,40043,-27.03,153.47
2003,0.271780071,Cape Moreton,40043,-27.03,153.47
2004,0.477947193,Cape Moreton,40043,-27.03,153.47
2005,0.687135459,Cape Moreton,40043,-27.03,153.47
2006,0.358966955,Cape Moreton,40043,-27.03,153.47
2007,0.359725403,Cape Moreton,40043,-27.03,153.47
2008,-0.16472041,Cape Moreton,40043,-27.03,153.47
2009,0.604270654,Cape Moreton,40043,-27.03,153.47
2010,0.319848732,Cape Moreton,40043,-27.03,153.47
2011,-0.133232497,Cape Moreton,40043,-27.03,153.47
2012,-0.101768364,Cape Moreton,40043,-27.03,153.47
2013,0.360728027,Cape Moreton,40043,-27.03,153.47
2014,0.422454538,Cape Moreton,40043,-27.03,153.47
2015,0.259250493,Cape Moreton,40043,-27.03,153.47
2016,0.97123142,Cape Moreton,40043,-27.03,153.47
2017,1.01748974,Cape Moreton,40043,-27.03,153.47
2018,0.563894534,Cape Moreton,40043,-27.03,153.47
2019,0.798167543,Cape Moreton,40043,-27.03,153.47
2020,0.632760433,Cape Moreton,40043,-27.03,153.47
2021,0.127925537,Cape Moreton,40043,-27.03,153.47
2022,-0.258975314,Cape Moreton,40043,-27.03,153.47
2023,0.625721165,Cape Moreton,40043,-27.03,153.47
1910,-0.246364815,Cape Otway,90015,-38.86,143.51
1911,-0.67497287,Cape Otway,90015,-38.86,143.51
1912,-0.406584482,Cape Otway,90015,-38.86,143.51
1913,-0.69273938,Cape Otway,90015,-38.86,143.51
1914,-0.471705329,Cape Otway,90015,-38.86,143.51
1915,-0.906656994,Cape Otway,90015,-38.86,143.51
1916,-0.675195229,Cape Otway,90015,-38.86,143.51
1917,-0.604144226,Cape Otway,90015,-38.86,143.51
1918,0.112007978,Cape Otway,90015,-38.86,143.51
1919,0.272663848,Cape Otway,90015,-38.86,143.51
1920,-0.574289344,Cape Otway,90015,-38.86,143.51
1921,0.293582932,Cape Otway,90015,-38.86,143.51
1922,-0.374332202,Cape Otway,90015,-38.86,143.51
1923,-0.586210256,Cape Otway,90015,-38.86,143.51
1924,-1.042270695,Cape Otway,90015,-38.86,143.51
1925,-0.607911827,Cape Otway,90015,-38.86,143.51
1926,0.061180926,Cape Otway,90015,-38.86,143.51
1927,-0.649935736,Cape Otway,90015,-38.86,143.51
1928,0.032802064,Cape Otway,90015,-38.86,143.51
1929,-1.085522855,Cape Otway,90015,-38.86,143.51
1930,-0.161329503,Cape Otway,90015,-38.86,143.51
1931,-0.881486611,Cape Otway,90015,-38.86,143.51
1932,-0.592440925,Cape Otway,90015,-38.86,143.51
1933,-0.61065245,Cape Otway,90015,-38.86,143.51
1934,0.247674084,Cape Otway,90015,-38.86,143.51
1935,-1.184607627,Cape Otway,90015,-38.86,143.51
1936,-0.566200876,Cape Otway,90015,-38.86,143.51
1937,-0.306191232,Cape Otway,90015,-38.86,143.51
1938,-0.257438621,Cape Otway,90015,-38.86,143.51
1939,-0.421074077,Cape Otway,90015,-38.86,143.51
1940,-0.485290104,Cape Otway,90015,-38.86,143.51
1941,-0.58344102,Cape Otway,90015,-38.86,143.51
1942,-0.306062396,Cape Otway,90015,-38.86,143.51
1943,-1.100071018,Cape Otway,90015,-38.86,143.51
1944,-1.014694608,Cape Otway,90015,-38.86,143.51
1945,-0.975901977,Cape Otway,90015,-38.86,143.51
1946,-1.358328532,Cape Otway,90015,-38.86,143.51
1947,-0.173504836,Cape Otway,90015,-38.86,143.51
1948,-0.894848448,Cape Otway,90015,-38.86,143.51
1949,-1.499402698,Cape Otway,90015,-38.86,143.51
1950,-0.261595062,Cape Otway,90015,-38.86,143.51
1951,-0.31147189,Cape Otway,90015,-38.86,143.51
1952,-1.017294817,Cape Otway,90015,-38.86,143.51
1953,-0.539108196,Cape Otway,90015,-38.86,143.51
1954,-0.605481879,Cape Otway,90015,-38.86,143.51
1955,-0.409295883,Cape Otway,90015,-38.86,143.51
1956,-1.309762524,Cape Otway,90015,-38.86,143.51
1957,-0.639452055,Cape Otway,90015,-38.86,143.51
1958,-0.819232038,Cape Otway,90015,-38.86,143.51
1959,-0.279391394,Cape Otway,90015,-38.86,143.51
1960,-0.995285022,Cape Otway,90015,-38.86,143.51
1961,0.121763738,Cape Otway,90015,-38.86,143.51
1962,-0.242530827,Cape Otway,90015,-38.86,143.51
1963,-0.420683734,Cape Otway,90015,-38.86,143.51
1964,-0.993321397,Cape Otway,90015,-38.86,143.51
1965,-0.446655659,Cape Otway,90015,-38.86,143.51
1966,-0.443569954,Cape Otway,90015,-38.86,143.51
1967,0.032150817,Cape Otway,90015,-38.86,143.51
1968,-0.416113504,Cape Otway,90015,-38.86,143.51
1969,-0.470091462,Cape Otway,90015,-38.86,143.51
1970,-0.68316013,Cape Otway,90015,-38.86,143.51
1971,-0.326982455,Cape Otway,90015,-38.86,143.51
1972,0.054650842,Cape Otway,90015,-38.86,143.51
1973,0.219659604,Cape Otway,90015,-38.86,143.51
1974,0.19451246,Cape Otway,90015,-38.86,143.51
1975,0.119867989,Cape Otway,90015,-38.86,143.51
1976,-0.229560937,Cape Otway,90015,-38.86,143.51
1977,-0.403410222,Cape Otway,90015,-38.86,143.51
1978,-0.490301414,Cape Otway,90015,-38.86,143.51
1979,-0.126102067,Cape Otway,90015,-38.86,143.51
1980,0.197285714,Cape Otway,90015,-38.86,143.51
1981,0.40090829,Cape Otway,90015,-38.86,143.51
1982,0.091422243,Cape Otway,90015,-38.86,143.51
1983,-0.194664226,Cape Otway,90015,-38.86,143.51
1984,-0.371431225,Cape Otway,90015,-38.86,143.51
1985,-0.242872619,Cape Otway,90015,-38.86,143.51
1986,-0.54283947,Cape Otway,90015,-38.86,143.51
1987,-0.184264272,Cape Otway,90015,-38.86,143.51
1988,0.699460063,Cape Otway,90015,-38.86,143.51
1989,0.095559717,Cape Otway,90015,-38.86,143.51
1990,0.068598261,Cape Otway,90015,-38.86,143.51
1991,-0.255803179,Cape Otway,90015,-38.86,143.51
1992,-0.511751775,Cape Otway,90015,-38.86,143.51
1993,0.152025482,Cape Otway,90015,-38.86,143.51
1994,-0.618762431,Cape Otway,90015,-38.86,143.51
1995,-1.325456432,Cape Otway,90015,-38.86,143.51
1996,-0.627980902,Cape Otway,90015,-38.86,143.51
1997,-0.136955692,Cape Otway,90015,-38.86,143.51
1998,-0.327204067,Cape Otway,90015,-38.86,143.51
1999,0.333793981,Cape Otway,90015,-38.86,143.51
2000,0.43172336,Cape Otway,90015,-38.86,143.51
2001,0.504321629,Cape Otway,90015,-38.86,143.51
2002,0.009016329,Cape Otway,90015,-38.86,143.51
2003,-0.044819795,Cape Otway,90015,-38.86,143.51
2004,-0.157302574,Cape Otway,90015,-38.86,143.51
2005,0.546634825,Cape Otway,90015,-38.86,143.51
2006,-0.097351421,Cape Otway,90015,-38.86,143.51
2007,0.739274387,Cape Otway,90015,-38.86,143.51
2008,-0.003925406,Cape Otway,90015,-38.86,143.51
2009,0.379239218,Cape Otway,90015,-38.86,143.51
2010,0.223152417,Cape Otway,90015,-38.86,143.51
2011,0.508416931,Cape Otway,90015,-38.86,143.51
2012,0.500919612,Cape Otway,90015,-38.86,143.51
2013,0.774397573,Cape Otway,90015,-38.86,143.51
2014,0.820378336,Cape Otway,90015,-38.86,143.51
2015,0.283466534,Cape Otway,90015,-38.86,143.51
2016,0.515622137,Cape Otway,90015,-38.86,143.51
2017,0.532887119,Cape Otway,90015,-38.86,143.51
2018,0.666007767,Cape Otway,90015,-38.86,143.51
2019,0.362760569,Cape Otway,90015,-38.86,143.51
2020,0.161558328,Cape Otway,90015,-38.86,143.51
2021,0.044044811,Cape Otway,90015,-38.86,143.51
2022,0.246270708,Cape Otway,90015,-38.86,143.51
2023,0.422670367,Cape Otway,90015,-38.86,143.51
1910,-0.904915677,Carnarvon,6011,-24.89,113.67
1911,-1.289617285,Carnarvon,6011,-24.89,113.67
1912,-0.940875573,Carnarvon,6011,-24.89,113.67
1913,-0.976654988,Carnarvon,6011,-24.89,113.67
1914,-0.671109353,Carnarvon,6011,-24.89,113.67
1915,-0.299787669,Carnarvon,6011,-24.89,113.67
1916,-0.954315043,Carnarvon,6011,-24.89,113.67
1917,-1.483693585,Carnarvon,6011,-24.89,113.67
1918,-0.283491906,Carnarvon,6011,-24.89,113.67
1919,-1.054595016,Carnarvon,6011,-24.89,113.67
1920,-0.733235327,Carnarvon,6011,-24.89,113.67
1921,-0.293332536,Carnarvon,6011,-24.89,113.67
1922,-1.220326583,Carnarvon,6011,-24.89,113.67
1923,-0.953214448,Carnarvon,6011,-24.89,113.67
1924,-0.60675958,Carnarvon,6011,-24.89,113.67
1925,-1.374008186,Carnarvon,6011,-24.89,113.67
1926,-0.790015203,Carnarvon,6011,-24.89,113.67
1927,-0.628301339,Carnarvon,6011,-24.89,113.67
1928,-0.612932797,Carnarvon,6011,-24.89,113.67
1929,-1.099632139,Carnarvon,6011,-24.89,113.67
1930,-0.457375034,Carnarvon,6011,-24.89,113.67
1931,-0.539557254,Carnarvon,6011,-24.89,113.67
1932,-0.138709431,Carnarvon,6011,-24.89,113.67
1933,-0.278297333,Carnarvon,6011,-24.89,113.67
1934,-0.188675277,Carnarvon,6011,-24.89,113.67
1935,-1.077481601,Carnarvon,6011,-24.89,113.67
1936,-0.657013566,Carnarvon,6011,-24.89,113.67
1937,-0.888384379,Carnarvon,6011,-24.89,113.67
1938,-0.745923741,Carnarvon,6011,-24.89,113.67
1939,-0.304863193,Carnarvon,6011,-24.89,113.67
1940,-0.271230597,Carnarvon,6011,-24.89,113.67
1941,-0.557986516,Carnarvon,6011,-24.89,113.67
1942,-0.913453503,Carnarvon,6011,-24.89,113.67
1943,-0.980765011,Carnarvon,6011,-24.89,113.67
1944,-0.615732049,Carnarvon,6011,-24.89,113.67
1945,-0.149597808,Carnarvon,6011,-24.89,113.67
1946,-0.975308828,Carnarvon,6011,-24.89,113.67
1947,-0.94264427,Carnarvon,6011,-24.89,113.67
1948,-0.334271321,Carnarvon,6011,-24.89,113.67
1949,-0.234349241,Carnarvon,6011,-24.89,113.67
1950,-0.401019174,Carnarvon,6011,-24.89,113.67
1951,-1.244383163,Carnarvon,6011,-24.89,113.67
1952,-0.740904463,Carnarvon,6011,-24.89,113.67
1953,-1.17636601,Carnarvon,6011,-24.89,113.67
1954,-1.011818199,Carnarvon,6011,-24.89,113.67
1955,-0.499680782,Carnarvon,6011,-24.89,113.67
1956,-0.729101843,Carnarvon,6011,-24.89,113.67
1957,-0.374742866,Carnarvon,6011,-24.89,113.67
1958,-0.299831092,Carnarvon,6011,-24.89,113.67
1959,-0.070111849,Carnarvon,6011,-24.89,113.67
1960,-1.080320481,Carnarvon,6011,-24.89,113.67
1961,-0.226558022,Carnarvon,6011,-24.89,113.67
1962,-0.245457151,Carnarvon,6011,-24.89,113.67
1963,0.074228588,Carnarvon,6011,-24.89,113.67
1964,-0.807171148,Carnarvon,6011,-24.89,113.67
1965,-0.221136128,Carnarvon,6011,-24.89,113.67
1966,-0.704953119,Carnarvon,6011,-24.89,113.67
1967,-0.042893147,Carnarvon,6011,-24.89,113.67
1968,-1.185984181,Carnarvon,6011,-24.89,113.67
1969,-0.1515241,Carnarvon,6011,-24.89,113.67
1970,-0.370134571,Carnarvon,6011,-24.89,113.67
1971,-0.752343352,Carnarvon,6011,-24.89,113.67
1972,0.240053392,Carnarvon,6011,-24.89,113.67
1973,-0.47839846,Carnarvon,6011,-24.89,113.67
1974,0.139749582,Carnarvon,6011,-24.89,113.67
1975,-0.574379002,Carnarvon,6011,-24.89,113.67
1976,0.066851686,Carnarvon,6011,-24.89,113.67
1977,0.03396765,Carnarvon,6011,-24.89,113.67
1978,0.042525439,Carnarvon,6011,-24.89,113.67
1979,-0.600081767,Carnarvon,6011,-24.89,113.67
1980,-0.153786214,Carnarvon,6011,-24.89,113.67
1981,-0.155706447,Carnarvon,6011,-24.89,113.67
1982,-0.184430526,Carnarvon,6011,-24.89,113.67
1983,0.089232749,Carnarvon,6011,-24.89,113.67
1984,-0.268439378,Carnarvon,6011,-24.89,113.67
1985,-0.149218275,Carnarvon,6011,-24.89,113.67
1986,-0.844444287,Carnarvon,6011,-24.89,113.67
1987,0.054360437,Carnarvon,6011,-24.89,113.67
1988,0.748231614,Carnarvon,6011,-24.89,113.67
1989,-0.097667853,Carnarvon,6011,-24.89,113.67
1990,-0.484384619,Carnarvon,6011,-24.89,113.67
1991,-0.101133995,Carnarvon,6011,-24.89,113.67
1992,-0.665325888,Carnarvon,6011,-24.89,113.67
1993,-0.629193071,Carnarvon,6011,-24.89,113.67
1994,0.567278064,Carnarvon,6011,-24.89,113.67
1995,0.352300465,Carnarvon,6011,-24.89,113.67
1996,0.831265541,Carnarvon,6011,-24.89,113.67
1997,0.026885398,Carnarvon,6011,-24.89,113.67
1998,0.456472572,Carnarvon,6011,-24.89,113.67
1999,0.411354804,Carnarvon,6011,-24.89,113.67
2000,0.36245019,Carnarvon,6011,-24.89,113.67
2001,-0.095164653,Carnarvon,6011,-24.89,113.67
2002,0.118447098,Carnarvon,6011,-24.89,113.67
2003,0.059961435,Carnarvon,6011,-24.89,113.67
2004,-0.330232265,Carnarvon,6011,-24.89,113.67
2005,-0.44950317,Carnarvon,6011,-24.89,113.67
2006,0.156395447,Carnarvon,6011,-24.89,113.67
2007,-0.031433214,Carnarvon,6011,-24.89,113.67
2008,-0.202391609,Carnarvon,6011,-24.89,113.67
2009,0.114730701,Carnarvon,6011,-24.89,113.67
2010,0.304576522,Carnarvon,6011,-24.89,113.67
2011,0.744593732,Carnarvon,6011,-24.89,113.67
2012,0.580618371,Carnarvon,6011,-24.89,113.67
2013,0.819678019,Carnarvon,6011,-24.89,113.67
2014,0.734477244,Carnarvon,6011,-24.89,113.67
2015,0.829068115,Carnarvon,6011,-24.89,113.67
2016,-0.20082459,Carnarvon,6011,-24.89,113.67
2017,0.216731903,Carnarvon,6011,-24.89,113.67
2018,0.091213807,Carnarvon,6011,-24.89,113.67
2019,0.497665502,Carnarvon,6011,-24.89,113.67
2020,0.609768623,Carnarvon,6011,-24.89,113.67
2021,0.228192938,Carnarvon,6011,-24.89,113.67
2022,0.265673497,Carnarvon,6011,-24.89,113.67
2023,0.121980731,Carnarvon,6011,-24.89,113.67
1939,-1.31654887,Ceduna,18012,-32.13,133.7
1942,-0.821908701,Ceduna,18012,-32.13,133.7
1943,-1.745217182,Ceduna,18012,-32.13,133.7
1944,-1.062086326,Ceduna,18012,-32.13,133.7
1945,-0.992101477,Ceduna,18012,-32.13,133.7
1946,-1.038614137,Ceduna,18012,-32.13,133.7
1947,-0.594395296,Ceduna,18012,-32.13,133.7
1948,-1.446224147,Ceduna,18012,-32.13,133.7
1949,-1.73140849,Ceduna,18012,-32.13,133.7
1950,-0.970929099,Ceduna,18012,-32.13,133.7
1951,-0.296925323,Ceduna,18012,-32.13,133.7
1952,-1.731265242,Ceduna,18012,-32.13,133.7
1953,-1.070813572,Ceduna,18012,-32.13,133.7
1954,-1.065425387,Ceduna,18012,-32.13,133.7
1955,-0.666733631,Ceduna,18012,-32.13,133.7
1956,-1.544810539,Ceduna,18012,-32.13,133.7
1957,-0.847726654,Ceduna,18012,-32.13,133.7
1958,-1.492083413,Ceduna,18012,-32.13,133.7
1959,-0.792046931,Ceduna,18012,-32.13,133.7
1960,-1.3205898,Ceduna,18012,-32.13,133.7
1961,-0.07843358,Ceduna,18012,-32.13,133.7
1962,-0.650663162,Ceduna,18012,-32.13,133.7
1963,-0.464516849,Ceduna,18012,-32.13,133.7
1964,-1.069078741,Ceduna,18012,-32.13,133.7
1965,0.073482383,Ceduna,18012,-32.13,133.7
1966,-0.771536818,Ceduna,18012,-32.13,133.7
1967,-0.723610871,Ceduna,18012,-32.13,133.7
1968,-0.495818604,Ceduna,18012,-32.13,133.7
1969,-0.997580725,Ceduna,18012,-32.13,133.7
1970,-0.752109015,Ceduna,18012,-32.13,133.7
1971,-0.806438892,Ceduna,18012,-32.13,133.7
1972,-0.527958018,Ceduna,18012,-32.13,133.7
1973,0.167929862,Ceduna,18012,-32.13,133.7
1974,-0.329242911,Ceduna,18012,-32.13,133.7
1975,-0.130603958,Ceduna,18012,-32.13,133.7
1976,-0.918515891,Ceduna,18012,-32.13,133.7
1977,-0.112323704,Ceduna,18012,-32.13,133.7
1978,-1.005252256,Ceduna,18012,-32.13,133.7
1979,-0.278960973,Ceduna,18012,-32.13,133.7
1980,-0.072107955,Ceduna,18012,-32.13,133.7
1981,-0.04422595,Ceduna,18012,-32.13,133.7
1982,0.072684572,Ceduna,18012,-32.13,133.7
1983,-0.365270177,Ceduna,18012,-32.13,133.7
1984,-0.846511812,Ceduna,18012,-32.13,133.7
1985,-0.459247712,Ceduna,18012,-32.13,133.7
1986,-0.603682555,Ceduna,18012,-32.13,133.7
1987,-0.655237855,Ceduna,18012,-32.13,133.7
1988,0.004036173,Ceduna,18012,-32.13,133.7
1989,-0.334938316,Ceduna,18012,-32.13,133.7
1990,0.129597014,Ceduna,18012,-32.13,133.7
1991,0.178839206,Ceduna,18012,-32.13,133.7
1992,-0.742163926,Ceduna,18012,-32.13,133.7
1993,-0.101544179,Ceduna,18012,-32.13,133.7
1994,-0.052797059,Ceduna,18012,-32.13,133.7
1995,-0.198513905,Ceduna,18012,-32.13,133.7
1996,-0.340490153,Ceduna,18012,-32.13,133.7
1997,-0.351975566,Ceduna,18012,-32.13,133.7
1998,-0.215822532,Ceduna,18012,-32.13,133.7
1999,0.345928708,Ceduna,18012,-32.13,133.7
2000,0.615141104,Ceduna,18012,-32.13,133.7
2001,0.094362119,Ceduna,18012,-32.13,133.7
2002,0.127706333,Ceduna,18012,-32.13,133.7
2003,0.200732767,Ceduna,18012,-32.13,133.7
2004,0.167796987,Ceduna,18012,-32.13,133.7
2005,0.555898538,Ceduna,18012,-32.13,133.7
2006,0.108061556,Ceduna,18012,-32.13,133.7
2007,0.879014257,Ceduna,18012,-32.13,133.7
2008,0.59435072,Ceduna,18012,-32.13,133.7
2009,0.971492816,Ceduna,18012,-32.13,133.7
2010,0.277792099,Ceduna,18012,-32.13,133.7
2011,0.563269569,Ceduna,18012,-32.13,133.7
2012,0.317556597,Ceduna,18012,-32.13,133.7
2013,1.433961134,Ceduna,18012,-32.13,133.7
2014,0.887932257,Ceduna,18012,-32.13,133.7
2015,0.299570949,Ceduna,18012,-32.13,133.7
2016,0.16652953,Ceduna,18012,-32.13,133.7
2017,0.716278267,Ceduna,18012,-32.13,133.7
2018,0.853174716,Ceduna,18012,-32.13,133.7
2019,0.961424651,Ceduna,18012,-32.13,133.7
2020,0.472870504,Ceduna,18012,-32.13,133.7
2021,0.083654937,Ceduna,18012,-32.13,133.7
2022,-0.241198678,Ceduna,18012,-32.13,133.7
2023,0.464228836,Ceduna,18012,-32.13,133.7
1910,-1.436595477,Charleville,44021,-26.41,146.26
1911,-1.927477385,Charleville,44021,-26.41,146.26
1912,-0.566725881,Charleville,44021,-26.41,146.26
1913,-2.192474402,Charleville,44021,-26.41,146.26
1914,0.115147845,Charleville,44021,-26.41,146.26
1915,0.028253574,Charleville,44021,-26.41,146.26
1916,-1.039214766,Charleville,44021,-26.41,146.26
1917,-2.451859722,Charleville,44021,-26.41,146.26
1918,-1.717083799,Charleville,44021,-26.41,146.26
1919,-0.308211094,Charleville,44021,-26.41,146.26
1920,-1.058967369,Charleville,44021,-26.41,146.26
1921,-0.965056983,Charleville,44021,-26.41,146.26
1922,-0.644384399,Charleville,44021,-26.41,146.26
1923,-0.599903362,Charleville,44021,-26.41,146.26
1924,-2.329770333,Charleville,44021,-26.41,146.26
1925,-1.825213572,Charleville,44021,-26.41,146.26
1926,-0.087614366,Charleville,44021,-26.41,146.26
1927,-1.289461598,Charleville,44021,-26.41,146.26
1928,-0.532661961,Charleville,44021,-26.41,146.26
1929,-1.068443859,Charleville,44021,-26.41,146.26
1930,-1.253886128,Charleville,44021,-26.41,146.26
1931,-1.593583317,Charleville,44021,-26.41,146.26
1932,-1.049129233,Charleville,44021,-26.41,146.26
1933,-1.136053946,Charleville,44021,-26.41,146.26
1934,-1.648602909,Charleville,44021,-26.41,146.26
1935,-1.261590356,Charleville,44021,-26.41,146.26
1936,-1.268139034,Charleville,44021,-26.41,146.26
1937,-1.322419496,Charleville,44021,-26.41,146.26
1938,0.101197398,Charleville,44021,-26.41,146.26
1939,-1.421332684,Charleville,44021,-26.41,146.26
1940,-0.583827608,Charleville,44021,-26.41,146.26
1941,-2.156515416,Charleville,44021,-26.41,146.26
1942,-0.338314306,Charleville,44021,-26.41,146.26
1943,-2.013647925,Charleville,44021,-26.41,146.26
1944,-1.070621533,Charleville,44021,-26.41,146.26
1945,-0.55035149,Charleville,44021,-26.41,146.26
1946,-1.11339326,Charleville,44021,-26.41,146.26
1947,-1.652347458,Charleville,44021,-26.41,146.26
1948,-1.164316423,Charleville,44021,-26.41,146.26
1949,-1.476540874,Charleville,44021,-26.41,146.26
1950,-1.495537162,Charleville,44021,-26.41,146.26
1951,-1.180052404,Charleville,44021,-26.41,146.26
1952,-1.148384383,Charleville,44021,-26.41,146.26
1953,-1.261090749,Charleville,44021,-26.41,146.26
1954,-0.967000389,Charleville,44021,-26.41,146.26
1955,-1.322840488,Charleville,44021,-26.41,146.26
1956,-2.299650127,Charleville,44021,-26.41,146.26
1957,-0.219661857,Charleville,44021,-26.41,146.26
1958,0.277461909,Charleville,44021,-26.41,146.26
1959,-0.476627743,Charleville,44021,-26.41,146.26
1960,-1.221389868,Charleville,44021,-26.41,146.26
1961,-1.035772328,Charleville,44021,-26.41,146.26
1962,-1.18705401,Charleville,44021,-26.41,146.26
1963,-1.404754023,Charleville,44021,-26.41,146.26
1964,-0.673320872,Charleville,44021,-26.41,146.26
1965,0.361510058,Charleville,44021,-26.41,146.26
1966,-1.222915505,Charleville,44021,-26.41,146.26
1967,-0.495322699,Charleville,44021,-26.41,146.26
1968,-0.649447278,Charleville,44021,-26.41,146.26
1969,-0.249663057,Charleville,44021,-26.41,146.26
1970,-1.580243329,Charleville,44021,-26.41,146.26
1971,-0.959566303,Charleville,44021,-26.41,146.26
1972,-0.38865952,Charleville,44021,-26.41,146.26
1973,0.521517169,Charleville,44021,-26.41,146.26
1974,-1.146454932,Charleville,44021,-26.41,146.26
1975,-0.386263133,Charleville,44021,-26.41,146.26
1976,-2.121975859,Charleville,44021,-26.41,146.26
1977,-1.018115838,Charleville,44021,-26.41,146.26
1978,-1.577599005,Charleville,44021,-26.41,146.26
1979,0.056802237,Charleville,44021,-26.41,146.26
1980,0.464444546,Charleville,44021,-26.41,146.26
1981,-0.324104061,Charleville,44021,-26.41,146.26
1982,-0.197533721,Charleville,44021,-26.41,146.26
1983,-0.366770152,Charleville,44021,-26.41,146.26
1984,-1.150243379,Charleville,44021,-26.41,146.26
1985,-0.391597697,Charleville,44021,-26.41,146.26
1986,-0.383962932,Charleville,44021,-26.41,146.26
1987,-0.466140352,Charleville,44021,-26.41,146.26
1988,0.349308593,Charleville,44021,-26.41,146.26
1989,-0.536234118,Charleville,44021,-26.41,146.26
1990,-0.263823083,Charleville,44021,-26.41,146.26
1991,0.140414308,Charleville,44021,-26.41,146.26
1992,-0.51758765,Charleville,44021,-26.41,146.26
1993,0.414867073,Charleville,44021,-26.41,146.26
1994,-1.253382415,Charleville,44021,-26.41,146.26
1995,0.031911684,Charleville,44021,-26.41,146.26
1996,0.331361028,Charleville,44021,-26.41,146.26
1997,-0.485453588,Charleville,44021,-26.41,146.26
1998,0.531526379,Charleville,44021,-26.41,146.26
1999,-0.096220677,Charleville,44021,-26.41,146.26
2000,-0.220583726,Charleville,44021,-26.41,146.26
2001,-0.059739942,Charleville,44021,-26.41,146.26
2002,0.487614842,Charleville,44021,-26.41,146.26
2003,1.302600323,Charleville,44021,-26.41,146.26
2004,0.413970254,Charleville,44021,-26.41,146.26
2005,1.448849088,Charleville,44021,-26.41,146.26
2006,1.237891586,Charleville,44021,-26.41,146.26
2007,0.708973896,Charleville,44021,-26.41,146.26
2008,-0.525107888,Charleville,44021,-26.41,146.26
2009,1.185860985,Charleville,44021,-26.41,146.26
2010,-1.022471957,Charleville,44021,-26.41,146.26
2011,-0.509036537,Charleville,44021,-26.41,146.26
2012,-0.522086012,Charleville,44021,-26.41,146.26
2013,1.271127633,Charleville,44021,-26.41,146.26
2014,1.36513173,Charleville,44021,-26.41,146.26
2015,1.097185301,Charleville,44021,-26.41,146.26
2016,1.058050658,Charleville,44021,-26.41,146.26
2017,1.960009766,Charleville,44021,-26.41,146.26
2018,1.706674228,Charleville,44021,-26.41,146.26
2019,1.550168532,Charleville,44021,-26.41,146.26
2020,1.155344704,Charleville,44021,-26.41,146.26
2021,0.512672825,Charleville,44021,-26.41,146.26
2022,0.043983485,Charleville,44021,-26.41,146.26
2023,1.572988232,Charleville,44021,-26.41,146.26
1910,-0.940028502,Charters Towers,34084,-20.05,146.27
1911,-1.077534223,Charters Towers,34084,-20.05,146.27
1912,0.033665579,Charters Towers,34084,-20.05,146.27
1913,-1.544343407,Charters Towers,34084,-20.05,146.27
1914,-0.99132185,Charters Towers,34084,-20.05,146.27
1916,-1.742128888,Charters Towers,34084,-20.05,146.27
1917,-1.729596018,Charters Towers,34084,-20.05,146.27
1918,-1.164722784,Charters Towers,34084,-20.05,146.27
1919,-0.856646861,Charters Towers,34084,-20.05,146.27
1920,-0.502178099,Charters Towers,34084,-20.05,146.27
1921,-0.847008903,Charters Towers,34084,-20.05,146.27
1922,-0.567838049,Charters Towers,34084,-20.05,146.27
1923,-1.07979917,Charters Towers,34084,-20.05,146.27
1924,-0.987061403,Charters Towers,34084,-20.05,146.27
1925,-1.111077557,Charters Towers,34084,-20.05,146.27
1926,0.087728337,Charters Towers,34084,-20.05,146.27
1927,-1.114464238,Charters Towers,34084,-20.05,146.27
1928,-0.520524308,Charters Towers,34084,-20.05,146.27
1929,-1.223694269,Charters Towers,34084,-20.05,146.27
1930,-1.437345217,Charters Towers,34084,-20.05,146.27
1931,0.279340331,Charters Towers,34084,-20.05,146.27
1932,-0.745969449,Charters Towers,34084,-20.05,146.27
1933,-0.880385412,Charters Towers,34084,-20.05,146.27
1934,-1.140061396,Charters Towers,34084,-20.05,146.27
1935,0.051309097,Charters Towers,34084,-20.05,146.27
1936,-0.741258196,Charters Towers,34084,-20.05,146.27
1937,-0.903244475,Charters Towers,34084,-20.05,146.27
1938,-0.559982506,Charters Towers,34084,-20.05,146.27
1939,-0.906910375,Charters Towers,34084,-20.05,146.27
1940,-0.863433298,Charters Towers,34084,-20.05,146.27
1941,-1.657764929,Charters Towers,34084,-20.05,146.27
1942,0.023838539,Charters Towers,34084,-20.05,146.27
1943,0.106794612,Charters Towers,34084,-20.05,146.27
1944,-0.992885485,Charters Towers,34084,-20.05,146.27
1945,-0.498030359,Charters Towers,34084,-20.05,146.27
1946,-1.091755509,Charters Towers,34084,-20.05,146.27
1947,-0.366539175,Charters Towers,34084,-20.05,146.27
1948,-0.186447449,Charters Towers,34084,-20.05,146.27
1949,-1.1170828,Charters Towers,34084,-20.05,146.27
1950,-1.540312767,Charters Towers,34084,-20.05,146.27
1951,-0.731855586,Charters Towers,34084,-20.05,146.27
1952,0.293364533,Charters Towers,34084,-20.05,146.27
1953,-0.504729903,Charters Towers,34084,-20.05,146.27
1954,-1.203299055,Charters Towers,34084,-20.05,146.27
1955,-0.609842152,Charters Towers,34084,-20.05,146.27
1956,-1.198109177,Charters Towers,34084,-20.05,146.27
1957,-0.629095419,Charters Towers,34084,-20.05,146.27
1958,-0.134483996,Charters Towers,34084,-20.05,146.27
1959,-0.665603878,Charters Towers,34084,-20.05,146.27
